# ORCID IDs of authors from papers cited in 2025 publications (OpenAlex ID: A5052404353)
# Total unique authors with ORCID: 1684
# Format: ORCID_ID | OpenAlex_ID | Display_Name

0000-0002-6121-2483 | A5089983033 | Catherine Morfopoulos
0000-0002-6129-5493 | A5064742204 | Erik G. Hansen
0000-0002-6136-863X | A5100440725 | Yafei Li
0000-0002-6139-9591 | A5050923448 | Jack Norbeck
0000-0002-6146-0217 | A5015458435 | Taisheng Du
0000-0002-6177-0450 | A5076785121 | Lucie A. Vincent
0000-0002-6180-469X | A5048736353 | Xin Sui
0000-0002-6185-3539 | A5091546596 | Ben Marzeion
0000-0002-6185-4830 | A5054526746 | Lucie Lücke
0000-0002-6214-6991 | A5083109565 | Dieter Gerten
0000-0002-6225-7712 | A5039923713 | Arnulf Grübler
0000-0002-6242-7371 | A5069912221 | Thomas A. M. Pugh
0000-0002-6243-8484 | A5100455852 | Fei Wang
0000-0002-6259-1876 | A5015250619 | Marinella Davide
0000-0002-6264-0084 | A5022168429 | Andrea Arratia-Solar
0000-0002-6274-9944 | A5057623683 | Mercè Labordena
0000-0002-6275-2406 | A5055055099 | Albert Klein Tank
0000-0002-6299-8326 | A5076498920 | Blake Lane
0000-0002-6309-4863 | A5081167309 | Mahé Perrette
0000-0002-6318-9029 | A5013730426 | Nina Hall
0000-0002-6319-2332 | A5016890115 | Reinhard Furrer
0000-0002-6330-6977 | A5026971396 | Evangelia Topriska
0000-0002-6345-1373 | A5091875986 | Qingyun Nie
0000-0002-6352-2928 | A5025298964 | Eric Williams
0000-0002-6398-2473 | A5023050133 | Joseph Rand
0000-0002-6409-9578 | A5088725316 | Zhu Deng
0000-0002-6481-3786 | A5029520920 | Lei Zhao
0000-0002-6491-2135 | A5070265114 | Karl E. Taylor
0000-0002-6493-1475 | A5028263145 | Silvia R. Santos da Silva
0000-0002-6540-1847 | A5018134106 | Lei Duan
0000-0002-6546-1217 | A5081834616 | Robert X. Black
0000-0002-6551-6249 | A5100387443 | Xuebin Zhang
0000-0002-6553-7103 | A5065579564 | Paul Hines
0000-0002-6570-5445 | A5071054071 | Mark D. Zelinka
0000-0002-6578-5043 | A5051162722 | Inès Bakhtaoui
0000-0002-6581-5572 | A5053417998 | Oliver Heidrich
0000-0002-6588-5255 | A5028141597 | Oreane Y. Edelenbosch
0000-0002-6589-301X | A5064414755 | Adrian E. Raftery
0000-0002-6590-7733 | A5003902747 | Catherine Rio
0000-0002-6595-0686 | A5081607599 | Benjamin Gaubert
0000-0002-6598-6638 | A5007129546 | Alexander Gershunov
0000-0002-6604-5450 | A5075971703 | Fabian Hofmann
0000-0002-6607-3355 | A5100433973 | Lei Zhang
0000-0002-6608-5997 | A5046897344 | Brian Ó Gallachóir
0000-0002-6620-6277 | None | Wongel, Alicia
0000-0002-6620-735X | A5014302120 | Eduardo Müller-Casseres
0000-0002-6643-2047 | A5085742801 | Tyler Ruggles
0000-0002-6660-2712 | A5047414160 | Matthias Wildemeersch
0000-0002-6667-3924 | A5074592912 | Gen Sakurai
0000-0002-6668-6493 | A5068729001 | Michael D. Mastrandrea
0000-0002-6669-3319 | A5067810956 | Russell S. Vose
0000-0002-6676-7007 | A5051871215 | Lara Aleluia Reis
0000-0002-6690-4251 | A5024516953 | David Farnham
0000-0002-6691-4978 | A5002068448 | M. Camredon
0000-0002-6697-4823 | A5113784548 | Yi Wu
0000-0002-6720-6252 | A5080754545 | Andrew Hultgren
0000-0002-6725-7498 | A5066057430 | Timothy M. Lenton
0000-0002-6728-9190 | A5026777184 | Nadia Ameli
0000-0002-6735-815X | A5055669045 | Azhad U. Chowdhury
0000-0002-6738-5238 | A5033109660 | Christian Folberth
0000-0002-6749-010X | A5065335305 | Seung‐Ki Min
0000-0002-6793-9640 | A5084579362 | Gregor Laaha
0000-0002-6794-1361 | A5091299489 | Jinjun Xue
0000-0002-6798-3780 | A5041701721 | Thomas W. Giambelluca
0000-0002-6801-9387 | A5068246226 | Lucas W. Davis
0000-0002-6803-0455 | A5101521294 | Yun‐Young Lee
0000-0002-6805-0675 | A5047632638 | Jeffrey G. Reed
0000-0002-6821-0667 | A5007340691 | Stelios Grafakos
0000-0002-6828-9053 | A5101491556 | Kang He
0000-0002-6835-9883 | A5050300010 | Oliver Fricko
0000-0002-6858-1855 | A5008241470 | Fausto A. Canales
0000-0002-6887-4885 | A5034118743 | Veronika Eyring
0000-0002-6906-3654 | A5028767412 | Gérémy Panthou
0000-0002-6921-0474 | A5086841394 | Paul Drummond
0000-0002-6924-0788 | A5061253373 | Dolf Gielen
0000-0002-6971-9246 | A5046611710 | Steven Van Passel
0000-0002-6977-7104 | A5005152689 | Peter H. Verburg
0000-0002-6981-6708 | A5070071167 | Žiga Malek
0000-0002-6981-7487 | A5051772159 | Wolf-Peter Schill
0000-0002-7024-1075 | A5029901348 | Sylvia Tramberend
0000-0002-7032-1542 | A5083879416 | Abdulla Alnuaimi
0000-0002-7036-0656 | A5040379196 | William D. Nordhaus
0000-0002-7050-6301 | A5083442386 | Fionn Rogan
0000-0002-7071-248X | A5064319936 | Robert Link
0000-0002-7082-9194 | A5103014262 | Nobuo Mimura
0000-0002-7094-6972 | A5103198381 | Renee N. Salas
0000-0002-7101-1810 | A5043645649 | Alexandre Szklo
0000-0002-7111-8722 | A5016559511 | Asher Siebert
0000-0002-7125-4871 | A5016885402 | Kathleen M. Kennedy
0000-0002-7141-9285 | A5025928838 | Chris Jones
0000-0002-7153-8495 | A5036607162 | Mia Landauer
0000-0002-7179-7630 | A5074526613 | Thomas W. Hertel
0000-0002-7183-960X | A5072316814 | Camilo Mora
0000-0002-7215-0150 | A5016893899 | Josep Peñuelas
0000-0002-7216-8721 | A5100736224 | Licheng Wang
0000-0002-7230-9723 | A5085205601 | Boris Sakschewski
0000-0002-7239-3056 | A5021972924 | Megan Mahajan
0000-0002-7248-1291 | A5042402626 | Ran Zhang
0000-0002-7262-3296 | A5081788699 | Elisabeth Zeyen
0000-0002-7284-8954 | A5069465245 | Willett Kempton
0000-0002-7293-1037 | A5052980280 | Ruiyu Jiang
0000-0002-7302-595X | A5035397020 | Chongyu Zhang
0000-0002-7306-0122 | A5103265057 | Sandile Ngwenya
0000-0002-7327-6310 | A5086244205 | A. J. Simmons
0000-0002-7329-2660 | A5070767048 | Kenneth Gillingham
0000-0002-7339-5109 | A5083629220 | Nahid Mohajeri
0000-0002-7342-8994 | A5052438161 | Bertrand Timbal
0000-0002-7348-3707 | A5088100851 | Soroush Vahedi
0000-0002-7374-3820 | A5056408351 | Patricia de Rosnay
0000-0002-7380-1816 | A5078913350 | Christian Breyer
0000-0002-7478-5416 | A5073844964 | Morten Andreas Dahl Larsen
0000-0002-7483-2366 | A5029611407 | Jun Qin
0000-0002-7568-5038 | A5012812177 | Andries F. Hof
0000-0002-7587-6272 | A5066019985 | Eun Young Choi
0000-0002-7605-6460 | A5023357173 | Jessica Slater
0000-0002-7612-3811 | A5026097982 | Mathew Barlow
0000-0002-7613-2769 | A5053640466 | Lingzhi Chu
0000-0002-7642-6396 | A5051899072 | Joseph Michalsky
0000-0002-7704-5544 | A5040527201 | Wei Chu
0000-0002-7704-9772 | A5035136436 | Adedayo Olofinyehun
0000-0002-7727-2368 | A5086460228 | Olivia Becher
0000-0002-7729-7389 | A5064150741 | Daniel Huppmann
0000-0002-7756-5208 | A5013876961 | Cecilia Sorensen
0000-0002-7765-3662 | A5006954585 | Scott Victor Valentine
0000-0002-7861-8789 | A5064987501 | Jörg Steinkamp
0000-0002-7878-8075 | A5085930596 | Jeroen Steenbeek
0000-0002-7879-9364 | A5084640881 | Suraje Dessai
0000-0002-7881-8991 | A5019420022 | Zélie Stalhandske
0000-0002-7893-9224 | A5077299058 | Anuszka Mosurska
0000-0002-7900-6290 | A5044002980 | Ronald J. Stouffer
0000-0002-7919-7998 | A5067205968 | Frederik Toscani
0000-0002-7923-1498 | A5088803594 | Andrea Castelletti
0000-0002-7938-9922 | A5100686965 | Muhammad Nadeem
0000-0002-7955-684X | A5079936869 | Mélanie Feurer
0000-0002-7958-5229 | A5025895653 | Joel West
0000-0002-7963-6102 | A5072661874 | Patrick M. Reed
0000-0002-7965-9451 | A5069782238 | Hans Orru
0000-0002-7971-2187 | A5076520736 | Tobias S. Schmidt
0000-0002-7978-5554 | A5000346031 | Michael D. Morecroft
0000-0002-8012-3988 | A5003917020 | Richard S.J. Tol
0000-0002-8031-2949 | A5013096320 | Rebecca R. Hernandez
0000-0002-8036-5987 | A5044249263 | Léonore Haelg
0000-0002-8036-6875 | A5053339460 | Sandra Rome
0000-0002-8043-2385 | A5073567771 | Elsa Olivetti
0000-0002-8046-765X | A5088749134 | Sarah Keeley
0000-0002-8129-2230 | A5053927551 | Zakari Ali
0000-0002-8137-1887 | A5080433533 | Luciana Blanco-Villafuerte
0000-0002-8151-5449 | A5015001509 | Bill Bell
0000-0002-8154-2762 | A5103071813 | José Marengo
0000-0002-8155-8924 | A5051137461 | Jared Lewis
0000-0002-8201-6529 | A5101636768 | Michael Peters
0000-0002-8224-3780 | A5017099760 | David W. Keith
0000-0002-8229-2929 | A5082838900 | Arnold Tukker
0000-0002-8248-1009 | A5040384527 | Charlotte Love
0000-0002-8255-4773 | A5016063200 | Richard Schodde
0000-0002-8284-2599 | A5016753222 | Andrew Gettelman
0000-0002-8299-4939 | A5010978959 | Clara Draper
0000-0002-8304-867X | A5101678329 | Xiaojiang Wu
0000-0002-8321-9125 | A5019171397 | Dick Dee
0000-0002-8333-561X | A5071339674 | François Lafond
0000-0002-8375-5147 | A5062528804 | Francis W. Zwiers
0000-0002-8376-131X | A5100381946 | Qiang Zhang
0000-0002-8382-0674 | A5069708269 | Kris A. Murray
0000-0002-8384-377X | A5091181830 | Enric Aguilar
0000-0002-8403-2231 | A5084626937 | Carlo Carraro
0000-0002-8403-9070 | A5059742217 | Angelo Carlino
0000-0002-8405-1352 | A5022176305 | Yuanyuan Shang
0000-0002-8410-037X | A5067664553 | Robin Lamboll
0000-0002-8411-1335 | A5089057652 | Justine Ringard
0000-0002-8416-1965 | A5007307922 | Gang He
0000-0002-8431-4263 | A5074745503 | David N. Bresch
0000-0002-8437-2068 | A5006266388 | Ezequiel Cimadevilla
0000-0002-8447-5067 | A5002422106 | Ruth Cerezo‐Mota
0000-0002-8462-5715 | A5090852566 | Lance Watkins
0000-0002-8464-2443 | A5100642721 | Kai Li
0000-0002-8476-7334 | A5038531414 | Yi‐Ming Wei
0000-0002-8485-8607 | A5038084530 | Qian Xu
0000-0002-8490-8942 | A5050610079 | Robert G. Bell
0000-0002-8498-9666 | A5042402520 | Junbo Zhao
0000-0002-8530-4809 | A5100428834 | Yue Leon Guo
0000-0002-8536-8984 | A5062543241 | Jaise Kuriakose
0000-0002-8549-506X | A5039164275 | Micah S. Ziegler
0000-0002-8553-0048 | A5036040340 | Kehan He
0000-0002-8563-4963 | A5065319988 | W. J. Wouter Botzen
0000-0002-8588-7354 | A5014979772 | Catherine Wolfram
0000-0002-8599-474X | A5017486901 | Philip Antwi‐Agyei
0000-0002-8599-7895 | A5036180338 | James Hansen
0000-0002-8628-6876 | A5000005454 | Llorenç Lledó
0000-0002-8633-4225 | A5025417974 | Kerstin Hötte
0000-0002-8643-4277 | A5044779688 | Dominic Kniveton
0000-0002-8681-9839 | A5011197728 | Sabine Fuss
0000-0002-8684-9608 | A5062067674 | Michaela Werning
0000-0002-8699-3677 | A5100692272 | Wenfeng Liu
0000-0002-8708-5849 | A5030285196 | Anirudh Budnar Acharya
0000-0002-8708-837X | A5075507788 | Niheer Dasandi
0000-0002-8723-4920 | A5002864648 | Tanya Lippmann
0000-0002-8724-7051 | A5066893635 | Lingjian Yang
0000-0002-8737-0068 | A5080582136 | Olivier Deschênes
0000-0002-8751-5407 | A5002362678 | Haoran Zhang
0000-0002-8760-9534 | A5088846266 | Gerald A. Meehl
0000-0002-8794-0489 | A5056337476 | John P. Dunne
0000-0002-8825-7518 | A5005089258 | Sérgio H. Faria
0000-0002-8856-4964 | A5073005936 | Noah S. Diffenbaugh
0000-0002-8861-8192 | A5002048745 | Xu Yue
0000-0002-8880-9431 | A5077469406 | Celray James Chawanda
0000-0002-8886-5046 | A5090239764 | Åsa Persson
0000-0002-8888-4386 | A5016344021 | Hao Zhou
0000-0002-8911-1596 | A5100699934 | Lin Sun
0000-0002-8947-694X | A5071069750 | Greg Schivley
0000-0002-8962-1406 | A5077276603 | Dirk Olonscheck
0000-0002-8968-7050 | A5075836096 | Zhu Liu
0000-0002-8980-9062 | A5058996841 | Maarten Brinkerink
0000-0002-8983-8613 | A5002835698 | Ayyoob Sharifi
0000-0002-8988-9437 | A5024006147 | Muhammad Khairul Izzat Bin Ibrahim
0000-0002-8994-2648 | A5045270686 | Vincent Viguié
0000-0002-9008-6666 | A5016550641 | Stéphanie Austin
0000-0002-9012-9179 | A5086898371 | Svetlana Ikonnikova
0000-0002-9029-1045 | A5020773562 | A. D. Friend
0000-0002-9033-1238 | A5026885065 | Claudia Wieners
0000-0002-9034-9948 | A5039306343 | Abigail Snyder
0000-0002-9037-6751 | A5033690575 | Elisabeth Gilmore
0000-0002-9041-982X | A5075388538 | Nicholas P. Simpson
0000-0002-9043-3584 | A5100379990 | Miaomiao Liu
0000-0002-9057-6155 | A5003171570 | Gunnar Luderer
0000-0002-9062-4698 | A5007484981 | Marjolijn Haasnoot
0000-0002-9090-0162 | A5094051316 | Katrin Sievert
0000-0002-9096-4115 | A5074343919 | Lukas Franken
0000-0002-9141-297X | A5034877653 | William J. Gutowski
0000-0002-9151-6664 | A5033138570 | Caitlin Grady
0000-0002-9160-2095 | A5059785896 | Aude Pommeret
0000-0002-9176-3622 | A5015083467 | Andrew Schurer
0000-0002-9194-065X | A5005013324 | Wesley Cole
0000-0002-9242-3996 | A5055696814 | Fabrice Cotton
0000-0002-9247-1402 | A5072219438 | Pierluigi Mancarella
0000-0002-9257-8365 | A5071560681 | Jon Gustav Kirkerud
0000-0002-9267-4568 | A5032725755 | Meta Sienkiewicz
0000-0002-9270-1044 | A5022343438 | Axel Lauer
0000-0002-9270-8860 | A5063731706 | Joyashree Roy
0000-0002-9278-2382 | A5044726160 | Han Huang
0000-0002-9299-9792 | A5072968244 | Aleh Cherp
0000-0002-9328-7850 | A5050126178 | Huaping Sun
0000-0002-9338-0844 | A5021527359 | Steven J. Davis
0000-0002-9339-7398 | A5085510688 | Philipp Beiter
0000-0002-9343-7433 | A5059293068 | Alecos Demetriades
0000-0002-9344-6452 | A5041325299 | Iván Villaverde Canosa
0000-0002-9349-9765 | A5102738871 | Ken’ichi Matsumoto
0000-0002-9359-2142 | A5071163628 | Wakjira Takala Dibaba
0000-0002-9365-4286 | A5090537663 | Marie M. McKenzie
0000-0002-9369-8545 | A5065896562 | Craig P. Paukert
0000-0002-9369-9812 | A5033425808 | Gregor Kiesewetter
0000-0002-9386-2341 | A5085978090 | Paul Fearnhead
0000-0002-9386-710X | A5018949157 | Manola Brunet
0000-0002-9403-6711 | A5091356244 | Robert Pietzcker
0000-0002-9405-256X | A5002022183 | Céline Guivarch
0000-0002-9448-3386 | A5003072525 | Sebastian Renner
0000-0002-9453-4534 | A5018630380 | Chala Hailu Sime
0000-0002-9458-0944 | A5008155172 | Richard J. T. Klein
0000-0002-9458-3387 | A5024019310 | Huizheng Che
0000-0002-9473-6240 | A5079663344 | Dirk Schindler
0000-0002-9476-5519 | A5022496698 | Alan Geer
0000-0002-9491-3550 | A5100762441 | Christoph Müller
0000-0002-9501-7221 | A5087197448 | Kamila Svobodová
0000-0002-9513-2588 | A5022626431 | Ole B. Christensen
0000-0002-9519-3188 | A5034771933 | Michael Leonard
0000-0002-9521-4700 | A5005653552 | Nathan Johnson
0000-0002-9545-785X | A5009203041 | Amir Gohar
0000-0002-9550-3123 | A5037709123 | Derek P. Tittensor
0000-0002-9553-7710 | A5042754394 | Vhalinavho Khavhagali
0000-0002-9584-5406 | A5100780983 | Yijing Wang
0000-0002-9588-7059 | A5027501719 | Kaj-Ivar van der Wijst
0000-0002-9606-2809 | A5040356572 | Deepal Doshi
0000-0002-9636-2502 | A5101911177 | Shuangcheng Li
0000-0002-9667-7336 | A5089364902 | Tadj Oreszczyn
0000-0002-9670-7793 | A5009480626 | Jesse Jenkins
0000-0002-9715-1109 | A5061579265 | Robert J. Nicholls
0000-0002-9729-6578 | A5037799734 | V. Predoi
0000-0002-9732-1278 | A5067079957 | Micheline de Sousa Zanotti Stagliorio Coêlho
0000-0002-9766-7236 | A5019702122 | David Béhar
0000-0002-9767-0435 | A5028168305 | Idowu Ajibade
0000-0002-9783-0769 | A5088860095 | Alexis Ioannidis
0000-0002-9809-4695 | A5044313704 | Joan A. Casey
0000-0002-9810-948X | A5048219277 | Le Xie
0000-0002-9815-570X | A5018095501 | Andries Kruger
0000-0002-9821-8504 | A5014234058 | Sara Basart
0000-0002-9832-8500 | A5032475227 | Natalie C. Momen
0000-0002-9853-921X | A5053860456 | René Orth
0000-0002-9868-0512 | A5108050396 | Jiarong Li
0000-0002-9879-6339 | A5002931461 | Jérôme Hilaire
0000-0002-9880-5805 | A5016341941 | Cindy Viviescas
0000-0002-9892-2278 | A5032759683 | Rob Dellink
0000-0002-9898-5869 | A5018240918 | Hasti Trivedi
0000-0002-9902-4322 | A5101528222 | Yang Pu
0000-0002-9913-7597 | A5101442277 | He Xu
0000-0002-9919-4559 | A5048122841 | Izidine Pinto
0000-0002-9928-1177 | A5051251491 | Ye Wu
0000-0002-9962-9313 | A5014096052 | Utieyineshola Yusuff
0000-0002-9975-7497 | A5061513499 | Guri Bang
0000-0002-9978-4663 | A5021916801 | Luo Xu
0000-0003-0008-4198 | A5021326811 | Jody Heymann
0000-0003-0017-1654 | A5025324057 | Lindsay C. Stringer
0000-0003-0021-0633 | A5100672271 | Mingming Hu
0000-0003-0021-7915 | A5041263633 | Martin Stringer
0000-0003-0034-843X | A5100458219 | Chi Zhang
0000-0003-0037-294X | A5035912795 | Miriam Nielsen
0000-0003-0052-5088 | A5020118368 | Michiel Schaeffer
0000-0003-0063-9050 | A5071195046 | Indra D. Bhatt
0000-0003-0096-4291 | A5008126894 | Javier Vegas-Regidor
0000-0003-0112-5860 | A5028079035 | Warda Ajaz
0000-0003-0122-2839 | A5067570035 | Peter Kolp
0000-0003-0139-1771 | A5057588367 | Luling Huang
0000-0003-0139-2926 | A5031813848 | Fengming Xi
0000-0003-0158-4821 | A5006283919 | Malte Schneider
0000-0003-0162-8281 | A5028461919 | Sebastiaan N. Jonkman
0000-0003-0179-4546 | A5007438431 | Sarah Smith
0000-0003-0186-7821 | A5100423111 | Xia Chen
0000-0003-0199-1988 | A5016725148 | Marina Andrijevic
0000-0003-0200-717X | A5041365196 | Steven Pawson
0000-0003-0219-6580 | A5013413164 | Paweł Gładysz
0000-0003-0229-5028 | A5057564996 | Lorenzo Chelleri
0000-0003-0233-1690 | A5101989223 | Yeon‐Hee Kim
0000-0003-0258-9886 | A5080594162 | Joshua Elliott
0000-0003-0280-7513 | A5016757546 | Paul Gertler
0000-0003-0288-5618 | A5108049733 | Deliang Chen
0000-0003-0304-639X | A5000398690 | James Milner
0000-0003-0307-3515 | A5002659722 | Volker Krey
0000-0003-0313-5923 | A5088925980 | Thelma Cinco
0000-0003-0319-5627 | A5086635741 | Maarten van Aalst
0000-0003-0335-6259 | A5004206201 | Shaugn Coggins
0000-0003-0348-5704 | A5062879289 | Haewon McJeon
0000-0003-0349-5742 | A5063071189 | Edward Byers
0000-0003-0353-6313 | A5008170663 | Piyu Ke
0000-0003-0356-201X | A5047732301 | Nikita Charles Hamilton
0000-0003-0366-4657 | A5070506875 | Ning Zhang
0000-0003-0398-2831 | A5082748474 | Detlef P. van Vuuren
0000-0003-0403-6046 | A5067324854 | R. J. Barthelmie
0000-0003-0411-8519 | A5045602714 | Jesse F. Abrams
0000-0003-0414-0433 | A5089389025 | Mark Budolfson
0000-0003-0420-8549 | A5040252235 | Steffen Fritz
0000-0003-0429-9022 | A5082882787 | Leah Gichuki
0000-0003-0445-9284 | A5103154454 | Han Tseng
0000-0003-0483-2210 | A5040919069 | Nathan Hultman
0000-0003-0489-4219 | A5090211831 | Ben Orlove
0000-0003-0497-1368 | A5103148169 | Toshihiko Masui
0000-0003-0508-3362 | A5039062833 | Jan Petzold
0000-0003-0509-5259 | A5027755739 | Christopher Roney
0000-0003-0518-100X | A5076677580 | Julien P. Nicolas
0000-0003-0561-9120 | A5076398816 | Dirk Lauinger
0000-0003-0571-4689 | A5053106594 | Benoît Nemery
0000-0003-0582-4554 | A5008775096 | Timothy A. Myers
0000-0003-0583-3960 | A5075851671 | Rebecca Killick
0000-0003-0583-6272 | A5075057187 | Guang Yang
0000-0003-0599-4633 | A5021058724 | Chris Smith
0000-0003-0604-3274 | A5025060878 | A. J. Pitman
0000-0003-0616-9870 | A5027149741 | Kati Orru
0000-0003-0620-0655 | A5041440667 | Lucas Terres de Lima
0000-0003-0632-9862 | A5088455564 | Emily Theokritoff
0000-0003-0647-0401 | A5044001414 | Tareq Abu Hamed
0000-0003-0674-007X | A5085996759 | Bouba Hassane
0000-0003-0678-6887 | A5085949553 | Lieke van der Most
0000-0003-0682-8565 | A5034105218 | Steven K. Rose
0000-0003-0687-414X | A5012881631 | Matthew Gidden
0000-0003-0691-8560 | A5036718418 | Clément Cabot
0000-0003-0693-1618 | A5003368221 | Hisayuki Kubota
0000-0003-0702-1691 | A5062027269 | Simon De Stercke
0000-0003-0799-4477 | A5020823828 | Kimberly L. Dibble
0000-0003-0817-6759 | A5057506645 | Emily Baker
0000-0003-0818-9816 | A5100743067 | Xuhui Wang
0000-0003-0822-2794 | A5100612917 | Xiliang Zhang
0000-0003-0852-4856 | A5026765090 | Fereidoon Owfi
0000-0003-0906-2710 | A5084130379 | Jon Marco Church
0000-0003-0916-9913 | A5076888374 | Johannes Emmerling
0000-0003-0918-0215 | A5006262852 | Richard Grotjahn
0000-0003-0941-2442 | A5018888086 | Gabriela N. Silva
0000-0003-0942-307X | A5031979377 | Emily Duncan
0000-0003-0986-4297 | A5046372036 | Cory Budischak
0000-0003-0987-9376 | A5090910638 | M. Renom
0000-0003-0989-7910 | A5062120465 | Simon M. Jowitt
0000-0003-1000-7241 | A5000320455 | Junji Cao
0000-0003-1008-639X | A5076094719 | Matthew Jurjonas
0000-0003-1012-7075 | A5043765100 | Iain Staffell
0000-0003-1041-3530 | A5028012838 | Yadong Lei
0000-0003-1067-1492 | A5053727824 | Christopher Reyer
0000-0003-1068-0401 | A5057580750 | Matthias Ohrnberger
0000-0003-1073-983X | A5037837442 | Tom Hawxwell
0000-0003-1075-1791 | A5002889570 | Jiajun Lv
0000-0003-1078-5561 | A5005277071 | Sebastian Sterl
0000-0003-1083-8416 | A5090355006 | Hyungjun Kim
0000-0003-1088-6290 | A5016317525 | Pan He
0000-0003-1094-9618 | A5061691495 | John Caesar
0000-0003-1107-1384 | A5023947334 | Elisa Ragno
0000-0003-1119-0113 | A5058621815 | Remko J. Detz
0000-0003-1127-2231 | A5085139454 | Nick Obradovich
0000-0003-1136-0354 | A5062589640 | David G. Victor
0000-0003-1148-6475 | A5052404448 | Daniel T. McCoy
0000-0003-1158-7102 | A5070035360 | Thai‐Ha Le
0000-0003-1177-3589 | A5048482546 | Ian Sue Wing
0000-0003-1187-5358 | A5085238997 | Cristina Peñasco
0000-0003-1217-2128 | A5058493222 | Daniel M. Franks
0000-0003-1232-5892 | A5081313805 | Bas van Ruijven
0000-0003-1232-8110 | A5047536767 | Maximilian Hoffmann
0000-0003-1235-4781 | A5076354356 | Henrik Sjödin
0000-0003-1246-4446 | A5041137031 | Ragnhild Bieltvedt Skeie
0000-0003-1248-3217 | A5031563368 | Ricarda Winkelmann
0000-0003-1260-6950 | A5006994725 | Joana Portugal‐Pereira
0000-0003-1273-6069 | A5019175422 | Allison Crimmins
0000-0003-1283-0231 | A5014843482 | Mona Hemmati
0000-0003-1293-0179 | A5020296124 | David McCollum
0000-0003-1321-1731 | A5002188726 | Isabel Mank
0000-0003-1323-9785 | A5048663188 | Michelle Lehmann
0000-0003-1337-1751 | A5022731487 | Adam B. Jaffe
0000-0003-1349-6124 | A5042689121 | Richard Cullather
0000-0003-1369-4331 | A5032880608 | Ashwin Rode
0000-0003-1369-5633 | A5020550787 | Timothy Capper
0000-0003-1376-7529 | A5048714608 | Alaa Al Khourdajie
0000-0003-1384-3763 | A5015017296 | Anna Sowiżdżał
0000-0003-1384-5814 | A5030880091 | M. Granger Morgan
0000-0003-1418-4077 | A5000717001 | Thorsten Mauritsen
0000-0003-1426-1853 | A5068733979 | Changyi Liu
0000-0003-1435-5796 | A5027998764 | Qinglai Guo
0000-0003-1442-1992 | A5012788279 | Cynthia A. Randles
0000-0003-1468-6413 | A5004434214 | Elphin Tom Joe
0000-0003-1483-7680 | A5012770949 | Bin Zhao
0000-0003-1498-1148 | A5062454052 | William A. Pizer
0000-0003-1513-3765 | A5059264917 | Peng Gong
0000-0003-1526-7923 | A5090072038 | Ahti Salo
0000-0003-1529-3371 | A5066399579 | Joaquín Triñanes
0000-0003-1544-9612 | A5101728847 | Manuel Fuentes
0000-0003-1556-2375 | A5022988588 | Faiz Ahmed Chundeli
0000-0003-1587-6614 | A5004342903 | Heather McBrien
0000-0003-1600-8093 | A5028442683 | Andreas Zauner
0000-0003-1616-5435 | A5021252147 | Jean‐Christophe Golaz
0000-0003-1640-3747 | A5103036225 | Jeremy Carter
0000-0003-1650-8071 | A5013688046 | Morgan Bazilian
0000-0003-1659-7051 | A5102988943 | Emanuele Massetti
0000-0003-1664-4516 | A5019360104 | Yue Qin
0000-0003-1665-1281 | None | Marta Victoria
0000-0003-1690-5202 | A5013561618 | Badr Saad Alotaibi
0000-0003-1696-929X | A5015364994 | Gaptia Lawan Katiellou
0000-0003-1720-8214 | A5084230451 | David J. Sailor
0000-0003-1727-2638 | A5063654074 | Cheng Shen
0000-0003-1728-783X | A5086949711 | James A. Screen
0000-0003-1739-7027 | A5045531014 | Destenie Nock
0000-0003-1753-8766 | A5100440392 | Lei Li
0000-0003-1765-9998 | A5016061677 | Matthieu Glachant
0000-0003-1769-2261 | A5068507044 | Daniel Steinberg
0000-0003-1769-9877 | A5060066756 | Mia Wannewitz
0000-0003-1775-5445 | A5042659508 | Mojtaba Sadegh
0000-0003-1802-3385 | A5101647571 | Xiaoye Zhang
0000-0003-1853-6850 | A5034052350 | Jay Fuhrman
0000-0003-1870-4930 | A5040998762 | Jo Dewulf
0000-0003-1876-4722 | A5017291593 | Brigitte Mueller
0000-0003-1886-9137 | A5088990923 | Tianzhen Hong
0000-0003-1888-2702 | A5033516875 | Maxwell Brown
0000-0003-1888-5292 | A5063668833 | Narasimha D. Rao
0000-0003-1909-1160 | A5020293151 | Ricardo Vásquez Yañez
0000-0003-1911-1491 | A5019145935 | Lila Warszawski
0000-0003-1911-1598 | A5025020160 | Bette L. Otto‐Bliesner
0000-0003-1931-6737 | A5061699874 | Erich Fischer
0000-0003-1944-5096 | A5044483334 | Ning Lu
0000-0003-1945-4064 | A5050588370 | Thushara Gunda
0000-0003-1962-0165 | A5100324905 | Rong Wang
0000-0003-1968-293X | A5087544432 | Imran Yousaf
0000-0003-1973-7830 | A5101422212 | André Månberger
0000-0003-1974-6219 | A5085321998 | Sifiso Mbatha
0000-0003-1976-6607 | A5023354003 | André F.P. Lucena
0000-0003-1976-7925 | A5100411408 | Yan Jin
0000-0003-1981-4824 | A5017532205 | Fabio A. Diuana
0000-0003-1983-0234 | A5054852660 | Martin Stuermer
0000-0003-1985-6178 | A5069338386 | Paweł Żuk
0000-0003-2005-8253 | A5059527725 | Paulo Hilário Nascimento Saldiva
0000-0003-2013-6389 | A5053901145 | James C. Tilton
